err_load_tx	Failed to load transactions	तकनीकी बाधा। लेनदेन लिस्ट नहीं मिला	Len-Den load hone me takneeki baadha	ਲੇਣ-ਦੇਣ ਲੋਡ ਕਰਨ ਵਿੱਚ ਅਸਫਲ	ഇടപാടുകൾ ലോഡുചെയ്യുന്നതിൽ പരാജയപ്പെട്ടു
show_settled	Show Old	पुराना देखें	Purana dikhaye	ਪੁਰਾਣੇ ਦੇਖੋ	പഴയത് കാണിക്കുക
hide_settled	Hide Old	पुराना छुपाएँ	Purana chhupaye	ਪੁਰਾਣੇ ਲੁਕਾਓ	പഴയതു മറയ്ക്കുക
edit	Edit	जानकारी बदलें	Badle	ਜਾਣਕਾਰੀ ਬਦਲੋ	എഡിറ്റുചെയ്യുക
delete	Delete	डिलीट	Delete	ਡਿਲੀਟ	Delete
mobile_edit_denied	User already registered. Cannot update mobile.	इस नंबर का ग्राहक पहले से मौजूद है। नया नंबर डालें	Customer pehle se juda hua hai. Mobile number nahi badal sakte	ਇਸ ਮੋਬਾਇਲ ਦਾ ਕਸਟਮਰ ਪਹਿਲਾਂ ਮੌਜੂਦ ਹੈ	ഉപയോക്താവ് ഇതിനകം രജിസ്റ്റർ ചെയ്തു. മൊബൈൽ അപ്ഡേറ്റുചെയ്യാൻ കഴിയില്ല.
due_before_payment	Due (before payment)	उधार (पेमेंट से पहले)	Udhaar (Payment ke pehle)	ਬੈਲੰਸ (ਜਮਾ ਤੋਂ ਪਹਿਲਾਂ)	കടം (പേയ്മെന്റിന് മുമ്പ്)
advance_before_payment	Advance (before payment)	जमा (पेमेंट से पहले)	Advance (Payment ke pehle)	ਐਡਵਾਂਸ (ਜਮਾ ਤੋਂ ਪਹਿਲਾਂ)	അഡ്വാൻസ് (പേയ്മെന്റിന് മുമ്പ്)
due_after_payment	Due (after payment)	उधार (पेमेंट के बाद)	Udhaar (Payment ke baad)	ਬੈਲੰਸ (ਜਮਾ ਦੇ ਬਾਅਦ)	കടം (പേയ്മെന്റിന് ശേഷം)
advance_after_payment	Advance (after payment)	जमा (पेमेंट के बाद)	Advance (Payment ke baad)	ਐਡਵਾਂਸ (ਜਮਾ ਦੇ ਬਾਅਦ)	അഡ്വാൻസ് (പേയ്മെന്റിന് ശേഷം)
payment_amount	Payment Amount	पेमेंट राशि	Payment amount	ਜਮਾ ਰਾਸ਼ੀ	അടച്ച തുക
delete_confirm_title	Confirm Delete	कन्फ़र्म डिलीट	Delete confirm kare	ਕੰਫਰਮ ਡਿਲੀਟ	Delete സ്ഥിരീകരിക്കുക
delete_confirm_msg	Are you sure you want to delete %1$s?	क्या आप %1$s को कन्फ़र्म डिलीट करना चाहते हैं?	Kya aap nishchit roop se %1$s ko delete karna chaahte hain? Iske baad aap is customer ke len-den ko dobara nahi dekh payenge	ਕੀ ਤੁਸੀਂ ਨਿਸ਼ਚਤ ਰੂਪ ਤੋਂ %1$s ਡਿਲੀਟ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹੋ?	%1$s Delete ചെയ്യുന്നത് തീർച്ചയാണോ?
delete_loading	Deleting customer…	ग्राहक डिलीट हो रहा है…	Customer delete ho raha…	ਕਸਟਮਰ ਨੂੰ ਡਿਲੀਟ ਕਿੱਤਾ ਜਾ ਰਿਹਾ ਹੈ…	ഉപഭോക്താവിനെ ഇല്ലാതാക്കുന്നു ...
delete_success	Customer deleted successfully	डिलीट सफल	Customer safalta purvak delete kiya gaya	ਕਸਟਮਰ ਡਿਲੀਟ ਸਫਲ	ഉപഭോക്താവ് വിജയകരമായി ഇല്ലാതാക്കി
delete_denied	Cannot delete customer\nBalance is not 0	डिलीट असफल. पहले ग्राहक का उधार 0 करें.	Customer delete nahi kar sakte. Aapko pehle is customer ka balance 0 karna padega	ਕਸਟਮਰ ਡਿਲੀਟ ਕਰਨ ਤੋਂ ਪਹਿਲਾਂ ਉਸਦਾ ਬੈਲੰਸ 0 ਕਰੋ	ഉപഭോക്താവിനെ Delete ചെയ്യാൻ ചെയ്യാൻ കഴിയില്ല. \n ബാലൻസ് 0 അല്ല
delete_failed	Failed to delete customer	तकनीकी बाधा. डिलीट असफल.	Customer delete karne me takneeki baadha	ਗਾਹਕ ਡਿਲੀਟ ਅਸਫਲ	ഉപഭോക്താവിനെ Delete ചെയ്യാൻ പരാജയപ്പെട്ടു
account	Account	खाता	Account	ਖਾਤਾ	അക്കൗണ്ട്
account_security_title	Security	सुरक्षा	Security	ਸੁਰੱਖਿਆ	സുരക്ഷ
account_settings_title	Settings	सेटिंग्स	Settings	ਸੇਟਿੰਗਸ	ക്രമീകരണങ്ങൾ
account_statement	Account Statement	सारे लेन-देन	Account Statement	ਖਾਤਾ ਬਿਆਨ	അക്കൗണ്ട് സ്റ്റേറ്റ്മെന്റ്
download_backup	Download Backup	डाउनलोड बैक-अप	Download Backup	ਬੈਕਅਪ ਡਾਉਨਲੋਡ ਕਰੋ	ഡൌൺലോഡ് ബാക്കപ്പ്
net_amount	Net Amount	नेट राशि	Net Amount	ਕੁੱਲ ਰਾਸ਼ੀ	ആകെ തുക
tx_count	Count	लेन-देन	Count	ਲੈਣ-ਦੇਣ 	എണ്ണുക
logout_from_all_devices	Sign out from all devices	हर फोन से साइन आउट करें	Apne saare phones se sign out kare	ਸਾਰੇ ਫੋਨਾਂ ਤੋਂ ਸਾਇਨ ਆਊਟ ਕਰੋ 	എല്ലാ ഉപകരണങ്ങളിൽ നിന്നും സൈൻ ഔട്ട് ചെയ്യുക
all	All	सारे	Saare	ਸਭ	എല്ലാം
today	Today	आज	Aaj	ਅੱਜ	ഇന്ന്
yesterday	Yesterday	कल	Kal	ਕੱਲ੍ਹ	ഇന്നലെ
this_week	This Week	यह सप्ताह	Is hafte	ਇਸ ਹਫ਼ਤੇ	ഈ ആഴ്ച
last_week	Last Week	पिछला सप्ताह	Pichhle hafte	ਪਿਛਲੇ ਹਫ਼ਤੇ	കഴിഞ്ഞ ആഴ്ച
this_month	This Month	यह महीना	Is mahine	ਇਹ ਮਹੀਨਾ	ഈ മാസം
last_month	Last Month	पिछला महीना	Pichhle mahine	ਪਿਛਲਾ ਮਹੀਨਾ	കഴിഞ്ഞ മാസം
account_report_loading	Creating report…	रिपोर्ट तैयार किया जा रहा…	Report banaya jaa raha hai…	ਰਿਪੋਰਟ ਤੈਯਾਰ ਕਿੱਤਾ ਜਾ ਰਿਹਾ।…	റിപ്പോർട്ട് സൃഷ്ടിക്കുന്നു ...
account_reminder	Reminder	रिमाइंडर	Reminder	ਰਿਮਾਇੰਡਰ	ഓർമ്മപ്പെടുത്തൽ
account_language	Language	भाषा	Bhaasha	ਭਾਸ਼ਾ	ഭാഷ
account_profile	Profile	प्रोफाइल	Profile	ਪ੍ਰੋਫਾਇਲ	പ്രൊഫൈൽ
account_incorrect_password	Incorrect password. Try again	गलत पासवर्ड, दोबारा प्रयास करें	Galat password. Dobara prayas kare	ਗ਼ਲਤ ਪਾਸਵਰਡ, ਦੋਬਾਰਾ ਕੋਸ਼ਿਸ ਕਰੋ	പാസ്സ്‌വേർഡ്‌ തെറ്റാണ്. വീണ്ടും ശ്രമിക്കുക
account_report_download_started	Download started. Check top notification bar for progress.	डाउनलोड हो रहा है, प्रोग्रेस के लिए नोटिफिकेशन चेक करें	Download Start ho gaya. Progress ke liye notification check kare.	ਡਾਊਨਲੋਡ ਸ਼ੁਰੂ ਹੋ ਗਿਆ, ਪ੍ਰੋਗ੍ਰੈਸ ਲਈ ਨੋਟੀਫਿਕੇਸ਼ਨ ਚੈੱਕ ਕਰੋ	ഡൗൺലോഡ് ആരംഭിച്ചു.
update_password_failed	Password update failed. Try again	पासवर्ड अपडेट फेल, दोबारा प्रयास करें	Password badalne me takneeki baadha. Dobara prayas kare	ਪਾਸਵਰਡ ਅਪਡੇਟ ਫੇਲ, ਦੋਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ	പാസ്സ്‌വേർഡ്‌ അപ്ഡേറ്റ് പരാജയപ്പെട്ടു. ദയവായി വീണ്ടും ശ്രമിക്കുക
logout_failed	Logout failed. Try Again	साइन आउट फेल, दोबारा प्रयास करें	Sign out nahi ho saka. Dobara Prayas kare	\"ਲੌਗ ਆਊਟ ਫੇਲ, ਦੋਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ। \"	ലോഗ് ഔട്ട് പരാജയപ്പെട്ടു. ദയവായി വീണ്ടും ശ്രമിക്കുക
report_generation_failed	Report creation failed. Try again	रिपोर्ट बनाने में तकीनीकी बाधा। दोबारा प्रयास करें।	Report banane me takneeki baadha aayi. Dobara prayas kare	ਰਿਪੋਰਟ ਬਣਾਉਣ ਵਿੱਚ ਤਕਨੀਕੀ ਬਾਧਾ। ਦੋਬਾਰਾ ਪ੍ਰਯਾਸ ਕਰੋ।	റിപ്പോർട്ട് സൃഷ്ടിക്കുന്നതിൽ പരാജയപ്പെട്ടു. ദയവായി വീണ്ടും ശ്രമിക്കുക
update_password	Update Password	पासवर्ड बदलें	Password badle	ਪਾਸਵਰਡ ਬਦਲੋ 	പാസ്സ്‌വേർഡ്‌ അപ്ഡേറ്റു ചെയ്യുക
old_password	Old Password	पुराना पासवर्ड	Purana Password	ਪੁਰਾਣਾ ਪਾਸਵਰਡ	പഴയ പാസ്സ്‌വേർഡ്‌
new_password	New Password	नया पासवर्ड	Naya Password	ਨਵਾਂ ਪਾਸਵਰਡ	പുതിയ പാസ്സ്‌വേർഡ്‌
err_invalid_password	Invalid Password (must be at least 6 characters long)	अमान्य पासवर्ड (कम से कम 6 अंकों का पासवर्ड रखें)	Galat Password (kam se kam 6 anko ka hona chahiye)	ਅਵੈਧ ਪਾਸਵਰਡ (ਘੱਟੋ ਘੱਟ 6 ਅੱਖਰਾਂ ਦਾ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ)	അസാധുവായ പാസ്സ്‌വേർഡ്‌ (കുറഞ്ഞത് 6 പ്രതീകങ്ങൾ ദൈർഘ്യമുണ്ടായിരിക്കണം)
confirm_logout	Confirm Sign Out?	साइन आउट करें?	Sign out confirm kare?	ਕੰਫਰਮ ਸਾਇਨ ਆਉਟ?	സൈൻ ഔട്ട് സ്ഥിരീകരിക്കണോ?
update_required	Update Required	ऐप अपडेट जरूरी है	Update jaruri hai	ਅਪਡੇਟ ਦੀ ਲੋੜ ਹੈ	അപ്ഡേറ്റ് ആവശ്യമാണ്
goto_play_store	Go to Play Store	प्ले स्टोर जाएँ	Play Store jaaye	ਪਲੇ ਸਟੋਰ ਖੋਲੋ	Play Store- യിലേക്ക് പോകുക
update_msg	We are continuously updating OkCredit to make your experience amazing	आपके OkCredit अनुभव को लाजवाब बनाने के लिए हम लगातार प्रयासरत हैं	Hum aapke OkCredit se jude anubhav ko hamesha behtar banane ke liye prayasrat hain	ਤੁਹਾਡੇ OKਕ੍ਰੇਡਿਟ ਐਕਸਪੀਰੀਐਂਸ ਨੂੰ ਬੇਜੋਡ਼ ਬਣਾਉਣ ਲਈ ਅਸੀਂ ਲਗਾਤਾਰ ਪ੍ਰਯਾਸਰਤ ਹਾਂ	നിങ്ങളുടെ അനുഭവം ആശ്ചര്യപ്പെടുത്തുന്നതിന് ഞങ്ങൾ OkCredit-നെ തുടർച്ചയായി അപ്ഡേറ്റുചെയ്യുന്നു
update_notification_msg	Learn about new update	नये अपडेट के बारे में जानें	Naye update ke baare me jaane	ਨਵੇਂ ਅਪਡੇਟ ਬਾਰੇ ਜਾਣੋ	പുതിയ അപ്ഡേറ്റിനെക്കുറിച്ച് അറിയുക
update_summary_title	New Updates	नये अपडेट	Naye Updates	ਨਵੇਂ ਅਪਡੇਟ	പുതിയ അപ്ഡേറ്റുകൾ
help_screen_action_title	Introduction	जानकारी	Parichay	ਜਾਣਕਾਰੀ	ആമുഖം
help_whatsapp	Whatsapp Us	हमें WhatsApp करें	WhatsApp kare	ਸਾਨੂੰ WhatsApp ਕਰੋ	നമുക്ക് വാട്സ്ആപ്പ് ചെയ്യൂ 
help_menu_item	Call Us	फोन करें	Call kare	ਫੋਨ ਕਰੋ	ഞങ്ങളെ വിളിക്കൂ
help_whatsapp_msg	I have a question regarding OkCredit	मैं OkCredit के बारे में कुछ पूछना चाहता हूँ	Namaste! Mai OkCredit ke baare kuchh puchhna chahta hu	ਮੈਂ OKਕ੍ਰੇਡਿਟ ਦੇ ਬਾਰੇ ਕੁਛ ਪੁੱਛਣਾ ਚਾਹੁੰਦਾ ਹਾਂ	എനിക്ക് OkCredit സംബന്ധിച്ച ഒരു ചോദ്യമുണ്ട്
language_english	English	English	English	English	English
language_hindi	हिंदी	हिंदी	हिंदी	हिंदी	हिंदी
language_punjabi	ਪੰਜਾਬੀ	ਪੰਜਾਬੀ	ਪੰਜਾਬੀ	ਪੰਜਾਬੀ	ਪੰਜਾਬੀ
reminder_on	On	ऑन	On	ਆੱਨ	ഓണാണ്
reminder_off	Off	ऑफ	Off	ਆੱਫ	ഓഫാണ്
in_app_language_activity_title	Change Language	भाषा बदलें	Bhaasha badle	ਭਾਸ਼ਾ ਬਦਲੋ	ഭാഷ മാറ്റുക
send_reminders	Send Reminders	रिमाइंडर भेजें	Reminder bheje	ਰਿਮਾਇੰਡਰ ਭੇਜੋ	ഓർമ്മപ്പെടുത്തലുകൾ അയയ്ക്കുക
reminder_explaination	If you turn on Reminders, an SMS will be sent to all your customers with dues on 5th day of every month. Please make sure to update your customer balances before 5th day of every month.	अगर आप रिमाइंडर ऑन करते हैं, तो हर महीने की 5 तारीख को आपके सारे बैलेंस वाले ग्राहकों को एक SMS भेज दिया जायेगा। 5 तारीख से पहले सारे ग्राहकों का हिसाब OkCredit में जरूर अपडेट कर दें।	Agar aap Reminder On karte hain to aapke saare udhaar wale customers ko har mahine ki 5 taarikh ko reminder bheja jayega. Kripya 5 se pehle saare customers ke balance update karna naa bhule.	ਜੇ ਤੁਸੀਂ ਰਿਮਾਇੰਡਰ ON ਕਰਦੇ ਹੋ ਤਾਂ ਹਰ ਮਹੀਨੇ ਦੀ 5 ਤਾਰੀਖ ਨੂੰ ਸਾਰੇ ਉਧਾਰ ਵਾਲੇ ਕਸਟਮਰ ਨੂੰ SMS ਨੋਟੀਫਿਕੇਸ਼ਨ ਭੇਜ ਦਿੱਤਾ ਜਾਵੇਗਾ। 5 ਤਾਰੀਖ ਤੋਂ ਪਹਿਲਾਂ OKਕ੍ਰੇਡਿਟ ਵਿੱਚ ਸਾਰੇ ਕਸਟਮਰਸ ਦਾ ਹਿਸਾਬ ਅਪਡੇਟ ਜਰੂਰ ਕਰਨਾ।	നിങ്ങൾ ഓർമ്മപ്പെടുത്തലുകൾ ഓണാക്കുകയാണെങ്കിൽ, എല്ലാ മാസവും അഞ്ചാം ദിവസത്തിനുള്ളിൽ നിങ്ങളുടെ എല്ലാ ഉപഭോക്താക്കൾക്കും ഒരു എസ്എംഎസ് അയയ്ക്കും. ഓരോ മാസത്തിന്റെയും അഞ്ചാം ദിവസത്തിന് മുമ്പായി നിങ്ങളുടെ ഉപഭോക്തൃ ബാലൻസുകൾ അപ്ഡേറ്റ് ചെയ്യണമെന്ന് ഉറപ്പാക്കുക.
reminder_action_bar	Reminder Settings	रिमाइंडर सेटिंग्स	Reminder Settings	ਰਿਮਾਇੰਡਰ ਸੇਟਿੰਗਸ	ഓർമ്മപ്പെടുത്തൽ ക്രമീകരണം
reminder_next_date	Next reminder will be sent on %1$s to all your customers with dues. Please update your OkCredit account by %2$s  to avoid incorrect dues being sent to the customers.	\"आपके सारे उधार वाले ग्राहकों को अगला रिमाइंडर %1$s को भेजा जायेगा। अपने खाते को %2$s तक अपडेट कर के अपने ग्राहक को गलत बैलेंस भेजने से बचें।	Aapke saare udhaar wale customers ko %1$s ko agla reminder bheja jayega. Kripya %2$s tak saare Account ko update kar, galat amount ka update bhejne se bache.	OKਕ੍ਰੇਡਿਟ ਵੱਲੋਂ ਤੁਹਾਡੇ ਖਾਤੇ ਵਿੱਚ ਸਾਰੇ ਉਧਾਰ ਵਾਲੇ ਕਸਟਮਰਸ ਨੂੰ ਅਗਲਾ ਰਿਮਾਇੰਡਰ %1$s ਨੂੰ ਭੇਜਿਆ ਜਾਵੇਗਾ। %2$s ਤਕ ਆਪਣੇ ਸਾਰੇ ਕਸਟਮਰ ਦਾ ਹਿਸਾਬ OKਕ੍ਰੇਡਿਟ ਵਿੱਚ ਅਪਡੇਟ ਕਰਕੇ ਗ਼ਲਤ ਬੈਲੰਸ ਭੇਜਣ ਤੋਂ ਬਚੋ	നിങ്ങളുടെ ഓർഡറുകൾക്ക് നിങ്ങളുടെ എല്ലാ ഉപഭോക്താക്കൾക്കും അടുത്ത ഓർമ്മപ്പെടുത്തൽ %1$s ൽ അയയ്ക്കും. ഉപഭോക്താക്കൾക്ക് അയച്ച തെറ്റുകൾ ഒഴിവാക്കുന്നതിന് നിങ്ങളുടെ OkCredit അക്കൗണ്ട് %2$s-നുള്ളിൽ  അപ്ഡേറ്റ് ചെയ്യുക.
txn_meta_added	Added	जोड़ा गया	Joda gaya	ਜੋੜਿਆ ਗਿਆ	ചേർത്തു
txn_meta_bill	Bill	बिल	Bill	ਬਿੱਲ	ബിൽ
txn_meta_note	Note	विवरण	Note	ਰਿਮਾਰ੍ਕ	കുറിപ്പ്
txn_meta_bill_added	Bill Added	बिल जोड़ा गया	Bill joda gaya	ਬਿੱਲ ਜੋੜਿਆ ਗਿਆ	ബിൽ ചേർത്തു
txn_meta_change	Change	बदलें	Badle	ਬਦਲੋ	മാറ്റുക
share	Share	दोस्तों को बतायें	Share	ਯਾਰਾਂ ਨਾਲ ਸ਼ੇਯਰ ਕਰੋ	പങ്കിടുക
whatsapp_not_installed	WhatsApp is not installed	WhatsApp मौजूद नहीं है	WhatsApp installed nahi hai	WhatsApp ਮੌਜੂਦ ਨਹੀਂ	Whatsapp ഇൻസ്റ്റാളുചെയ്തില്ല
reset_pwd_msg	For security, your registered mobile will be verified before you can reset password.	आपके खाते की सुरक्षा के लिए, मोबाइल नंबर पे OTP वेरिफिकेशन के बाद, आप पासवर्ड रिसेट कर सकते हैं	Security ke liye, password badalne se pehle aapko apne registered mobile ko verify karna hoga.	ਤੁਹਾਡੇ ਖਾਤੇ ਦੀ ਸਿਕਿਉਰਿਟੀ ਵਾਸਤੇ ਮੋਬਾਇਲ ਨੰਬਰ ਦੇ OTP ਵੇਰਿਫਿਕੇਸ਼ਨ ਦੇ ਬਾਦ ਪਾਸਵਰਡ ਬਦਲ ਸਕਦੇ ਹੋ	സുരക്ഷയ്ക്കായി, നിങ്ങൾക്ക് പാസ്വേർഡ് പുനസജ്ജമാക്കുന്നതിനുമുമ്പ് നിങ്ങളുടെ രജിസ്റ്റർ ചെയ്ത മൊബൈൽ പരിശോധിക്കപ്പെടും.
logout_msg	We need to verify your password for account security.	आपके खाते की गोपनीयता और सुरक्षा के लिए अपना पासवर्ड वेरीफाई कीजिये	Apne Account ki security ke liye aapko apna password verify karna hoga.	ਤੁਹਾਡੇ ਖਾਤੇ ਦੀ ਗੋਪਨੀਯਤਾ ਅਤੇ ਸਕਿਉਰਿਟੀ ਵਾਸਤੇ ਆਪਣੇ ਨੰਬਰ ਦਾ ਪਾਸਵਰਡ ਵੈਰੀਫਾਈ ਕਰੋ	അക്കൗണ്ട് സുരക്ഷയ്ക്കായി ഞങ്ങൾക്ക് നിങ്ങളുടെ പാസ്സ്‌വേർഡ്‌ പരിശോധിക്കേണ്ടതുണ്ട്.
reset_pwd_otp_auto_msg	We are automatically verifying your OTP. Please wait.	हम ऑटोमेटिकली OTP वेरीफाई करने की कोशिश कर रहे हैं। कृपया इंतज़ार करें।	Hum OTP ko automatically verify kar rahe hain. Kripya intezaar kare.	ਅਸੀਂ ਔਟੋਮੈਟਿਕੈਲੀ OTP ਵੈਰੀਫਾਈ ਕਰ ਰਹੇ। ਕਿਰਪਾ ਕਰਕੇ ਉਡੀਕ ਕਰੋ।	ഞങ്ങൾ നിങ്ങളുടെ OTP യാന്ത്രികമായി പരിശോധിക്കുന്നു. കാത്തിരിക്കൂ.
reset_pwd_set_new_pwd	Set New Password	नया पासवर्ड सेट करें	Naya password set kare	ਨਵਾਂ ਪਾਸਵਰਡ ਰੱਖੋ	പുതിയ പാസ്സ്‌വേർഡ്‌ സജ്ജമാക്കുക
forgot_pwd	Forgot Password	पासवर्ड भूल गए	Password bhool gaye	ਪਾਸਵਰਡ ਭੁੱਲ ਗਏ	പാസ്സ്‌വേർഡ്‌ മറന്നോ
share_title	Tell your friends and family!	अपने दोस्तों और परिवार वालों को बतायें	Apne dosto aur parivar walo ko bataye!	ਆਪਣੇ ਦੋਸਤਾਂ ਅਤੇ ਪਰਿਵਾਰ ਨੂੰ ਦੱਸੋ!	നിങ്ങളുടെ സുഹൃത്തുക്കളോടും കുടുംബത്തോടും പറയുക!
share_desc	Please share OkCredit with your friends and family who might find it useful. Let\'s grow the OkCredit community together.	कृपया OkCredit के बारे में ऐसे लोगों को बतायें जिनके काम की हो। OkCredit समुदाय को बड़ा बनाने में अपना सहयोग दें।	Kripya OkCredit ko aise dosto aur sambandhiyo ko bataye jinke liye OkCredit kaam ka ho. OkCredit samudaay ko badhaane me hamari madad karein.	ਕਿਰਪਾ ਕਰਕੇ ਆਪਣੇ ਉਣ ਦੋਸਤਾਂ ਅਤੇ ਪਰਿਵਾਰ ਨਾਲ OKਕ੍ਰੇਡਿਟ ਨੂੰ ਸਾਂਝਾ ਕਰੋ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਇਹ ਲਾਭਦਾਇਕ ਲਗ ਸਕਦਾ ਹੈ. ਆਪਣੇ ਸਹਿਯੋਗ ਨਾਲ OkCredit ਕੌਮ ਨੂੰ ਵੱਡਾ ਬਣਾਓ।	ഇത് നിങ്ങളുടെ സുഹൃത്തുക്കളുമായും കുടുംബാംഗങ്ങളുമായും ഒക്കെ സഹായിക്കാൻ OkCredit ദയവായി പങ്കിടുക. OkCredit കമ്മ്യൂണിറ്റിയെ ഒരുമിച്ച് വളർത്തുക.
share_msg	Udhaar ka saara Hisaab apne Phone me - Install OkCredit for FREE @ 	दिए हुए उधार का सारा हिसाब अपने फ़ोन में - प्ले स्टोर से OkCredit फ्री इंस्टॉल करें	Udhaar ka saara Hisaab apne Phone me - Install OkCredit for FREE @ 	ਮੈਂ OKਕ੍ਰੇਡਿਟ ਵਿਚ ਆਪਣਾ ਉਧਾਰ ਖਾਤਾ ਲਿਖਣ ਲੱਗਿਆ। ਇਹ ਬਹੁਤ ਹੀ ਆਸਾਨ ਤੇ ਕੰਮ ਦਾ ਐੱਪ ਹੈ ਜਿਸਤੋ ਕਸਟਮਰ ਨੂੰ ਭੀ ਫ੍ਰੀ SMS ਵਿਚ ਬੈਲੰਸ ਮਿਲ ਜਾਂਦਾ ਹੈ।  ਪਲੇ ਸਟੋਰ ਤੋਂ ਫ੍ਰੀ ਇੰਸਟਾਲ ਕਰੋ	സൗജന്യമായി OkCredit ഇൻസ്റ്റാൾ ചെയ്യുക @
share_on_whatsapp	Share on WhatsApp	WhatsApp पर शेयर करें	WhatsApp par share kare	Whatsapp ਤੇ ਸ਼ੇਅਰ ਕਰੋ	Whatsapp-ൽ പങ്കിടുക
reset_pwd_title	Reset Password	पासवर्ड रिसेट करें	Password reset kare	ਪਾਸਵਰਡ ਬਦਲੋ	പാസ്സ്‌വേർഡ്‌ പുനഃസജ്ജമാക്കുക
reset_pwd_success	Password Updated	पासवर्ड बदला गया	Password badla gaya	ਪਾਸਵਰਡ ਬਦਲਿਆ ਗਿਆ	പാസ്സ്‌വേർഡ്‌ അപ്ഡേറ്റുചെയ്തു
note	Note	विवरण	Note	ਰਿਮਾਰ੍ਕ	കുറിപ്പ്
add_note	Add Note	विवरण लिखें	Note jode	ਰਿਮਾਰ੍ਕ ਲਿਖੋ	കുറിപ്പ് ചേര്ക്കുക
add_note_here	add note here…	विवरण यहाँ लिखें…	yaha note jode…	ਰਿਮਾਰ੍ਕ ਨੋਟ ਕਰੋ…	ഇവിടെ കുറിപ്പ് ചേർക്കുക ...
recust_msg	You had deleted \'%1$s\' with mobile number \'%2$s\'	आपने \'%1$s\' नाम और \'%2$s\' मोबाइल वाले ग्राहक को डिलीट किया था	Aapne \'%1$s\' - \'%2$s\' ko delete kiya tha	ਤੁਸੀਂ \'%1$s\' ਨਾਮ ਤੇ \'%2$s\' ਮੋਬਾਇਲ ਵਾਲੇ ਕਸਟਮਰ ਨੂੰ ਡਿਲੀਟ ਕਿੱਤਾ ਸੀ	നിങ്ങൾ  \'%1$s\' മൊബൈൽ നമ്പർ  \'%2$s\' ഉപയോഗിച്ച് ഇല്ലാതാക്കി
recust_desc	Reactivate customer to use same mobile number. Otherwise, use different mobile number	इसी मोबाइल नंबर का ग्राहक जोड़ने के लिए डिलीटेड खाते को दोबारा जोड़ें या किसी नए नंबर का इस्तेमाल करें	Is mobile number se dobara customer jodne ke liye deleted customer ko reactivate kare. Aap koi aur mobile number bhi jod sakte hain	ਇਸੇ ਮੋਬਾਇਲ ਨੰਬਰ ਦਾ ਕਸਟਮਰ ਜੋੜਣ ਲਈ ਡਿਲੇਟੇਡ ਕਸਟਮਰ ਨੂੰ ਦੋਬਾਰਾ ਜੋੜੋ ਜਾਂ ਦੂਜਾ ਨੰਬਰ ਇਸਤੇਮਾਲ ਕਰੋ	ഒരേ മൊബൈൽ നമ്പർ ഉപയോഗിക്കുന്നതിന് ഉപഭോക്താവിനെ വീണ്ടും പ്രവർത്തനക്ഷമമാക്കുക. അല്ലെങ്കിൽ, വ്യത്യസ്ത മൊബൈൽ നമ്പർ ഉപയോഗിക്കുക
recust_reactivate	Reactivate	दोबारा जोड़ो	Dobara activate kare	ਦੋਬਾਰਾ ਜੋੜੋ	പുനരാരംഭിക്കുക
recust_change_mobile	Use different mobile number	अलग नंबर का इस्तेमाल करें	Dusra mobile number jode	\"ਦੂਜਾ ਮੋਬਾਇਲ ਨੰਬਰ ਜੋੜੋ \"	വ്യത്യസ്ത മൊബൈൽ നമ്പർ ഉപയോഗിക്കുക
recust_title	Activate Customer	ग्राहक दोबारा जोड़ें	Customer activate kare	ਕਸਟਮਰ ਦੋਬਾਰਾ ਜੋੜੋ	ഉപഭോക്താവിനെ സജീവമാക്കുക
custpr_sms_msg	%1$s will get a free SMS update for every transaction	%1$s को हर लेनदेन का नोटिफिकेशन, SMS द्वारा आ जायेगा	%1$s ko har len-den ka free SMS bheja jayega	%1$s ਨੂੰ ਹਰ ਲੇਣ-ਦੇਣ ਦਾ ਨੋਟੀਫਿਕੇਸ਼ਨ SMS ਵਿਚ ਆ ਜਾਵੇਗਾ	%1$s ഓരോ ഇടപാടിനും സൗജന്യ SMS അപ്ഡേറ്റ് ലഭിക്കും
custpr_sms_msg_add	Add mobile to send a free SMS to %1$s for every transaction	मोबाइल नंबर जोड़ कर  %1$s को हर लेनदेन का फ्री SMS अपडेट भेजें	Mobile number jod kar %1$s par apne customer ko har len-den ka SMS bheje	ਮੋਬਾਇਲ ਨੰਬਰ ਜੋੜ ਕੇ %1$s ਨੂੰ ਹਰ ਲੇਣ-ਦੇਣ ਦਾ ਫ੍ਰੀ SMS ਬੈਲੰਸ ਅਪਡੇਟ ਭੇਜੋ	ഓരോ ഇടപാടിനും %1$s എന്ന ഉപപോക്താവിന്‌ ഒരു സൗജന്യ SMS അയയ്ക്കാൻ മൊബൈൽ ചേർക്കുക
custpr_add_mobile	Add mobile number	मोबाइल नंबर जोड़ें	Mobile number jode	ਮੋਬਾਇਲ ਨੰਬਰ ਜੋੜੋ	മൊബൈൽ നമ്പർ ചേർക്കുക
